movie_id,title,genres,director,cast,keywords,overview,vote_average,vote_count,popularity,release_year,runtime,language
4203,Silent Dragon 2,War Sci-Fi Western Horror,Paul Thomas Anderson,Emma Stone Jennifer Lawrence Will Smith,dystopia mystery heist mutation election alien underground,"When a young prodigy discovers a shocking truth, they are drawn into a thrilling world of a war-torn land.",4.3,638,51.67,2019,191,de
4204,Shadow of Judgment: Part 3,Sci-Fi Romance,Christopher Nolan,Daniel Day-Lewis Charlize Theron Tom Cruise,time travel survival redemption ocean spy heist,"In a chilling tale of justice and revenge, an exiled warrior confronts an ancient evil that will test their very soul.",7.8,36877,93.67,2005,155,hi
4205,Final Hunter 4,Fantasy Adventure Western,Alejandro Inarritu,Mark Wahlberg Jack Nicholson Geoffrey Rush,prophecy dystopia time travel virus detective clone,"When two unlikely allies discovers a hidden identity, they are drawn into a action-packed world of a war-torn land.",9.0,26166,69.43,1990,182,ko
4206,Rise of Warrior 5,Horror Comedy Thriller,Ridley Scott,Keanu Reeves Scarlett Johansson Hugh Jackman,heist cult mystery family,"When a young prodigy discovers an ancient prophecy, they are drawn into a action-packed world of a distant galaxy.",5.5,44189,80.26,2005,196,en
4207,The Infinity 3,Comedy,Denis Villeneuve,Bruce Willis Ryan Gosling Keanu Reeves,gun conspiracy war heist,"When a lone hero discovers an ancient prophecy, they are drawn into a heart-breaking world of a post-apocalyptic city.",7.7,26747,31.1,1975,100,de
4208,Rise of Horizon: Part 3,Crime Mystery Animation,Christopher Nolan,Robert De Niro Mark Wahlberg Johnny Depp,revenge robot zombie,"Set in a post-apocalyptic city, the film follows a hardened detective as they navigate political intrigue and uncover a hidden identity.",7.6,24049,43.91,1981,133,es
4209,Silent Kingdom 5,Musical Family,Guy Ritchie,Charlize Theron Mark Wahlberg Tom Cruise,conspiracy corruption dragon underground space,A mysterious two unlikely allies must unite the factions before a deadly conspiracy destroys everything they hold dear.,7.6,24012,67.23,2015,182,ja
4210,Dawn of Ghost 3,Thriller Western Horror Biography,Tony Scott,Natalie Portman Ryan Gosling Will Smith,journey spy superhero space chase,"In a heart-breaking tale of identity and belonging, a hardened detective confronts an unstoppable force that will test their very soul.",5.7,49907,52.57,2006,189,ko
4211,Edge of Ghost 4,History Animation,Alejandro Inarritu,Johnny Depp Will Smith Samuel L. Jackson,election sword robot betrayal dystopia chase,"In a heart-breaking tale of power and corruption, an exiled warrior confronts an ancient evil that will test their very soul.",6.9,30154,66.43,2007,180,ja
4212,Edge of Revelation 3,Musical Comedy Sci-Fi Animation,Alejandro Inarritu,Denzel Washington Jennifer Lawrence Cate Blanchett,family superhero city clone love,"In a action-packed tale of identity and belonging, two unlikely allies confronts an ancient evil that will test their very soul.",5.9,12268,5.26,1996,146,de
4213,Eternal Raven: Part 3,Sci-Fi Family Crime Comedy,Paul Thomas Anderson,Scarlett Johansson Cate Blanchett Meryl Streep,revenge robot corruption journey hacker forest alien,"In a heart-breaking tale of identity and belonging, an exiled warrior confronts a shadowy organisation that will test their very soul.",5.1,29737,72.93,1999,129,fr
4214,Fall of Warrior: Part 1,Animation,Alfonso Cuaron,Johnny Depp Anthony Hopkins Cate Blanchett,mutation vampire detective gun,A action-packed a young prodigy must save their family before a catastrophic event destroys everything they hold dear.,7.3,24749,66.8,2000,185,hi
4215,Shadow of Legend 2,Adventure Thriller Comedy,Clint Eastwood,Charlize Theron Russell Crowe Dustin Hoffman,spy love survival robot alien,"Set in a war-torn land, the film follows a young prodigy as they navigate impossible odds and uncover a hidden identity.",5.8,13660,27.53,1992,165,ja
4216,Silent Specter: Part 1,History Thriller,JJ Abrams,Matt Damon Will Smith Jake Gyllenhaal,clone dystopia election desert redemption corruption alien,a young prodigy embarks on a thrilling journey through a crime-ridden metropolis to stop an unstoppable force once and for all.,7.3,3509,24.59,1995,158,en
4217,Kingdom of Sacrifice: Part 3,Animation Action Musical Crime,Denis Villeneuve,Jennifer Lawrence Liam Neeson Benedict Cumberbatch,conspiracy superhero corruption friendship prison alien city,"In a heart-breaking tale of love and loss, a young prodigy confronts a shadowy organisation that will test their very soul.",6.4,47854,9.14,1985,167,ja
4218,Broken Chronicle: Part 3,Sci-Fi Fantasy,Denis Villeneuve,Scarlett Johansson Anthony Hopkins Jennifer Lawrence,dragon conspiracy election cult spy magic,"In a chilling tale of identity and belonging, a lone hero confronts an unstoppable force that will test their very soul.",9.1,17142,29.29,1991,175,en
4219,Hidden Horizon: Part 2,War Horror,Quentin Tarantino,Johnny Depp Tom Cruise Denzel Washington,treasure ocean space detective,"Set in a war-torn land, the film follows an exiled warrior as they navigate a personal crisis and uncover a long-buried secret.",7.3,10736,88.76,2015,82,ja
4220,Edge of Warrior 4,Comedy Mystery,Peter Jackson,Meryl Streep Russell Crowe Charlize Theron,redemption chase spy cult treasure sword,a hardened detective embarks on a mysterious journey through a post-apocalyptic city to stop an ancient evil once and for all.,7.5,33218,80.2,2011,94,ko
4221,Kingdom of Raven 3,Comedy,Clint Eastwood,Benedict Cumberbatch Christian Bale Tom Hanks,magic hacker chase,two unlikely allies embarks on a chilling journey through a crime-ridden metropolis to stop an unstoppable force once and for all.,7.6,4516,5.24,2009,119,fr
4222,Last Infinity: Part 3,Drama War History,Guy Ritchie,Geoffrey Rush Dustin Hoffman Brad Pitt,clone cult gun detective survival,"When two unlikely allies discovers a shocking truth, they are drawn into a chilling world of a post-apocalyptic city.",7.3,33815,3.08,1981,141,es
4223,Return of Phantom 5,Sci-Fi Mystery History Animation,Ridley Scott,Robert De Niro Tom Cruise Tom Hanks,redemption hacker mystery treasure spy underground,A heart-breaking a lone hero must unite the factions before a deadly conspiracy destroys everything they hold dear.,4.4,31841,16.27,2003,129,en
4224,Eternal Sacrifice 2,Sci-Fi Crime Musical Fantasy,Darren Aronofsky,Scarlett Johansson Meryl Streep Robert De Niro,war detective robot prophecy,two unlikely allies embarks on a mysterious journey through a crime-ridden metropolis to stop a catastrophic event once and for all.,4.7,40606,64.63,2019,118,ja
4225,Kingdom of Prophecy 5,Comedy Horror Thriller Biography,Zack Snyder,Will Smith Benedict Cumberbatch Robert De Niro,treasure dragon war mutation ocean,A action-packed an exiled warrior must save their family before a deadly conspiracy destroys everything they hold dear.,6.1,10095,12.0,1993,179,ja
4226,Return of Phantom 4,Western Biography Documentary,Denis Villeneuve,Anthony Hopkins Brad Pitt Russell Crowe,love magic friendship betrayal underground election treasure,A action-packed an exiled warrior must save their family before a shadowy organisation destroys everything they hold dear.,4.3,20777,1.31,1989,87,es
4227,Broken Sentinel 5,Sport Sci-Fi,Francis Ford Coppola,Tom Hanks Natalie Portman Liam Neeson,magic mutation desert revolution heist spy gun,"In a mysterious tale of courage and sacrifice, two unlikely allies confronts a catastrophic event that will test their very soul.",8.1,19606,27.23,2003,86,fr
4228,Last Horizon 5,Documentary Western Animation,Ridley Scott,Russell Crowe Jared Leto Bruce Willis,ocean revolution detective dystopia,"Set in a magical realm, the film follows a hardened detective as they navigate a personal crisis and uncover a forgotten past.",5.2,1045,58.89,2020,76,hi
4229,War of Redemption: Part 1,Documentary,Bryan Singer,Brad Pitt Al Pacino Matt Damon,mutation survival sword prison corruption gun,"In a thrilling tale of love and loss, an exiled warrior confronts a shadowy organisation that will test their very soul.",5.9,6845,21.21,1997,155,fr
4230,Hidden Destiny: Part 1,War Documentary Biography,Paul Thomas Anderson,Mark Wahlberg Sylvester Stallone Emma Stone,space betrayal dystopia hacker redemption vampire zombie,A chilling a hardened detective must unite the factions before an unstoppable force destroys everything they hold dear.,4.7,5987,75.11,1993,180,en
4231,Hidden Warrior: Part 2,Documentary,Tim Burton,Dustin Hoffman Scarlett Johansson Morgan Freeman,clone gun revenge,"When a lone hero discovers an ancient prophecy, they are drawn into a chilling world of a crime-ridden metropolis.",8.3,9507,94.82,1982,95,es
4232,Forgotten Legend 2,Western Romance Biography,Alejandro Inarritu,Angelina Jolie Brad Pitt Al Pacino,war conspiracy prison mystery detective dragon chase,A chilling an exiled warrior must unite the factions before a catastrophic event destroys everything they hold dear.,5.5,11231,78.85,2005,110,en
4233,Final Infinity 4,Thriller Western Sci-Fi,Francis Ford Coppola,Benedict Cumberbatch Arnold Schwarzenegger Mark Wahlberg,zombie robot journey prison,"In a action-packed tale of identity and belonging, an exiled warrior confronts a catastrophic event that will test their very soul.",5.2,1554,89.81,2010,169,ja
4234,Final Kingdom: Part 3,Drama,Sam Raimi,Brad Pitt Benedict Cumberbatch Cate Blanchett,prison magic cult revolution,"When two unlikely allies discovers a hidden identity, they are drawn into a chilling world of a crime-ridden metropolis.",5.8,3626,82.56,1988,115,fr
4235,Age of Legend 4,Sci-Fi,Tony Scott,Dustin Hoffman Emma Stone Christian Bale,mystery chase dragon sword,a lone hero embarks on a action-packed journey through a war-torn land to stop an unstoppable force once and for all.,9.1,38161,23.85,1981,91,fr
4236,Age of Phantom: Part 2,Romance Fantasy Comedy,Francis Ford Coppola,Robert De Niro Meryl Streep Dustin Hoffman,city forest gun war vampire love,"Set in a magical realm, the film follows a lone hero as they navigate moral dilemmas and uncover a hidden identity.",8.7,36956,41.77,2016,132,hi
4237,Lost Hunter: Part 2,Crime Biography Musical Action,JJ Abrams,Harrison Ford Will Smith Joaquin Phoenix,revenge redemption detective,"When an exiled warrior discovers a shocking truth, they are drawn into a mysterious world of a war-torn land.",5.3,39615,80.01,2001,168,ja
4238,Last Storm 4,Sci-Fi,Bryan Singer,Johnny Depp Leonardo DiCaprio Morgan Freeman,spy redemption cult conspiracy dystopia alien underground,two unlikely allies embarks on a action-packed journey through a post-apocalyptic city to stop a catastrophic event once and for all.,5.7,44849,30.34,1988,175,hi
4239,Silent Titan 2,Documentary,Martin Scorsese,Dustin Hoffman Tom Cruise Matt Damon,chase journey alien,"When a lone hero discovers a long-buried secret, they are drawn into a mysterious world of a war-torn land.",7.8,11512,44.04,2005,200,es
4240,Age of Specter: Part 3,Documentary,JJ Abrams,Cate Blanchett Daniel Day-Lewis Ryan Gosling,vampire friendship spy mystery corruption sword dystopia,"In a mysterious tale of identity and belonging, a lone hero confronts a catastrophic event that will test their very soul.",4.3,37739,11.26,2016,148,fr
4241,Fall of Phoenix: Part 2,Thriller Romance,Christopher Nolan,Keanu Reeves Angelina Jolie Harrison Ford,betrayal detective redemption,two unlikely allies embarks on a thrilling journey through a magical realm to stop an ancient evil once and for all.,8.8,2972,35.4,1972,135,es
4242,Age of Ghost: Part 1,Western Animation,James Cameron,Tom Hanks Hugh Jackman Bruce Willis,friendship detective family,"When two unlikely allies discovers a shocking truth, they are drawn into a chilling world of a distant galaxy.",6.0,32850,22.83,1994,107,en
4243,Eternal Dragon 2,Animation Mystery Family Documentary,David Fincher,Matt Damon Scarlett Johansson Natalie Portman,revolution snow cult robot,"In a thrilling tale of justice and revenge, a lone hero confronts a shadowy organisation that will test their very soul.",7.4,28842,9.35,2020,109,de
4244,Rise of Legend: Part 3,Animation Mystery Family,Alfonso Cuaron,Tom Cruise Benedict Cumberbatch Tom Hanks,war corruption revenge,a lone hero embarks on a heart-breaking journey through a crime-ridden metropolis to stop a deadly conspiracy once and for all.,5.7,1493,76.41,1975,144,ja
4245,Forgotten Dragon: Part 2,Comedy War History Family,Christopher Nolan,Al Pacino Jared Leto Geoffrey Rush,detective journey cult magic,A heart-breaking two unlikely allies must save their family before a deadly conspiracy destroys everything they hold dear.,6.0,7515,37.24,2015,188,hi
4246,Broken Guardian 5,Fantasy Thriller,Peter Jackson,Matt Damon Tom Hanks Russell Crowe,dragon mutation sword,A action-packed a young prodigy must stop the villain before an ancient evil destroys everything they hold dear.,4.6,10642,78.28,1975,116,ko
4247,Eternal Revelation: Part 1,Thriller Mystery Romance Biography,Gore Verbinski,Charlize Theron Bruce Willis Samuel L. Jackson,underground gun betrayal sword,A thrilling an exiled warrior must unite the factions before an ancient evil destroys everything they hold dear.,9.1,13645,69.42,1993,173,ja
4248,A Empire 3,Action,Darren Aronofsky,Mark Wahlberg Samuel L. Jackson Jared Leto,forest space underground superhero,A mysterious an exiled warrior must save their family before an unstoppable force destroys everything they hold dear.,9.4,17723,3.81,1993,107,ja
4249,Final Origin 2,Crime War Horror Romance,David Fincher,Ryan Gosling Arnold Schwarzenegger Benedict Cumberbatch,prison dystopia gun magic time travel,two unlikely allies embarks on a thrilling journey through a magical realm to stop a deadly conspiracy once and for all.,8.4,24218,9.26,1974,139,en
4250,Dawn of Specter: Part 3,Western Documentary Family Action,Francis Ford Coppola,Keanu Reeves Mark Wahlberg Jennifer Lawrence,heist ocean survival betrayal vampire alien,"Set in a crime-ridden metropolis, the film follows an exiled warrior as they navigate moral dilemmas and uncover a forgotten past.",4.5,41164,72.7,1976,184,fr
4251,Forgotten Origin: Part 1,Action Sci-Fi,Clint Eastwood,Johnny Depp Keanu Reeves Tom Hanks,mutation dragon gun superhero,A heart-breaking a young prodigy must unite the factions before a shadowy organisation destroys everything they hold dear.,4.3,20512,50.4,2012,148,en
4252,Eternal Eclipse: Part 3,Romance Sport Thriller Action,Tim Burton,Jennifer Lawrence Keanu Reeves Benedict Cumberbatch,robot hacker zombie,A mysterious two unlikely allies must save their family before a catastrophic event destroys everything they hold dear.,4.5,10845,12.83,1982,186,ko
4253,Kingdom of Prophecy 3,Drama Biography Sci-Fi Romance,Zack Snyder,Christian Bale Meryl Streep Jennifer Lawrence,mutation prison heist spy,"When an exiled warrior discovers a shocking truth, they are drawn into a desperate world of a distant galaxy.",8.4,37465,90.14,1992,137,fr
4254,Return of Legend 5,Family Comedy Musical Romance,Wes Anderson,Johnny Depp Tom Cruise Mark Wahlberg,space conspiracy dragon zombie election,A action-packed a hardened detective must unite the factions before a catastrophic event destroys everything they hold dear.,6.3,19900,50.71,1971,86,ko
4255,Last Infinity 3,Thriller History,Francis Ford Coppola,Johnny Depp Dustin Hoffman Scarlett Johansson,zombie detective prison gun family conspiracy magic,"In a desperate tale of identity and belonging, an exiled warrior confronts an ancient evil that will test their very soul.",5.7,20211,58.69,2001,132,hi
4256,Final Specter: Part 3,Action Adventure,Robert Zemeckis,Will Smith Joaquin Phoenix Keanu Reeves,chase clone hacker dystopia snow ocean magic,a young prodigy embarks on a mysterious journey through a post-apocalyptic city to stop a catastrophic event once and for all.,4.6,4736,62.22,1990,181,es
4257,Dark Chronicle: Part 2,Horror Biography Crime,James Cameron,Angelina Jolie Robert De Niro Sylvester Stallone,vampire prophecy snow,"Set in a war-torn land, the film follows a young prodigy as they navigate a personal crisis and uncover an ancient prophecy.",6.3,23008,29.81,2024,142,fr
4258,Shadow of Redemption 2,Thriller,Darren Aronofsky,Dustin Hoffman Joaquin Phoenix Russell Crowe,magic revolution underground space war desert,"When a hardened detective discovers a long-buried secret, they are drawn into a desperate world of a crime-ridden metropolis.",4.5,20234,20.79,1975,152,ja
4259,Rise of Sentinel 5,Mystery,Tony Scott,Christian Bale Harrison Ford Dustin Hoffman,alien election snow time travel,"When a hardened detective discovers an ancient prophecy, they are drawn into a mysterious world of a crime-ridden metropolis.",8.0,18437,98.28,1974,124,hi
4260,The Storm 2,Adventure Action,Tim Burton,Benedict Cumberbatch Geoffrey Rush Denzel Washington,revolution cult forest alien sword betrayal,"In a action-packed tale of identity and belonging, a young prodigy confronts a shadowy organisation that will test their very soul.",8.5,19141,98.43,1988,173,ja
4261,Silent Eclipse 5,Biography Thriller Documentary Mystery,Joel Coen,Ryan Gosling Russell Crowe Johnny Depp,robot revenge survival superhero chase conspiracy,"In a heart-breaking tale of identity and belonging, two unlikely allies confronts an unstoppable force that will test their very soul.",4.1,12644,51.1,2016,195,hi
4262,Eternal Origin 4,Sport Crime Fantasy Biography,Paul Thomas Anderson,Meryl Streep Al Pacino Robert De Niro,dystopia cult hacker snow,"In a thrilling tale of power and corruption, a young prodigy confronts a deadly conspiracy that will test their very soul.",7.8,14460,33.81,1992,162,ko
4263,Eternal Ghost 3,Thriller War,James Cameron,Will Smith Leonardo DiCaprio Tom Hanks,dystopia dragon robot alien,A heart-breaking two unlikely allies must escape captivity before an ancient evil destroys everything they hold dear.,8.6,49995,37.09,2019,130,es
4264,War of Empire: Part 3,Sci-Fi Sport,Joel Coen,Jennifer Lawrence Johnny Depp Keanu Reeves,prophecy journey zombie,a young prodigy embarks on a heart-breaking journey through a war-torn land to stop an unstoppable force once and for all.,6.3,43778,72.61,2017,108,fr
4265,Fall of Storm 5,Biography,Gore Verbinski,Sylvester Stallone Benedict Cumberbatch Jack Nicholson,conspiracy gun mystery friendship dragon superhero desert,a lone hero embarks on a mysterious journey through a crime-ridden metropolis to stop a shadowy organisation once and for all.,7.5,41239,89.37,2010,148,ja
4266,Fall of Frontier: Part 2,Romance Mystery Fantasy,Joel Coen,Mark Wahlberg Sylvester Stallone Tom Hanks,spy redemption time travel alien love,A desperate two unlikely allies must unite the factions before an ancient evil destroys everything they hold dear.,7.1,24408,4.51,1972,137,ko
4267,Last Guardian: Part 1,Action Drama Romance,Gore Verbinski,Leonardo DiCaprio Cate Blanchett Charlize Theron,treasure mutation ocean detective,"Set in a crime-ridden metropolis, the film follows two unlikely allies as they navigate political intrigue and uncover a hidden identity.",6.1,8232,61.33,1979,86,en
4268,Return of Frontier: Part 1,Comedy Documentary Animation,Ridley Scott,Cate Blanchett Samuel L. Jackson Liam Neeson,desert space mystery journey redemption mutation,a hardened detective embarks on a desperate journey through a crime-ridden metropolis to stop an unstoppable force once and for all.,8.9,28630,42.27,2018,178,ko
4269,Final Labyrinth: Part 1,War Thriller Western,Ridley Scott,Jared Leto Christian Bale Al Pacino,treasure prophecy revenge space,an exiled warrior embarks on a action-packed journey through a distant galaxy to stop an ancient evil once and for all.,8.9,17380,35.88,2012,197,ko
4270,Lost Prophecy: Part 3,Family Animation Mystery,Martin Scorsese,Jake Gyllenhaal Arnold Schwarzenegger Geoffrey Rush,chase prophecy mutation magic betrayal alien snow,a young prodigy embarks on a chilling journey through a magical realm to stop a catastrophic event once and for all.,6.0,48617,81.86,2011,195,fr
4271,Final Odyssey: Part 3,Biography,Stanley Kubrick,Meryl Streep Liam Neeson Angelina Jolie,redemption virus magic spy alien,an exiled warrior embarks on a desperate journey through a post-apocalyptic city to stop a catastrophic event once and for all.,6.7,36565,67.8,1996,145,ja
4272,Fall of Prophecy: Part 2,Horror Musical Romance Action,Quentin Tarantino,Daniel Day-Lewis Samuel L. Jackson Anthony Hopkins,mystery zombie space election heist love chase,"Set in a crime-ridden metropolis, the film follows a young prodigy as they navigate moral dilemmas and uncover an ancient prophecy.",6.3,29021,2.31,2009,96,hi
4273,Edge of Infinity 5,Documentary Crime Horror,Darren Aronofsky,Joaquin Phoenix Johnny Depp Tom Hanks,dragon prison robot corruption sword survival,two unlikely allies embarks on a thrilling journey through a distant galaxy to stop a deadly conspiracy once and for all.,8.1,44807,48.79,1979,166,de
4274,Rise of Raven: Part 2,Fantasy,Peter Jackson,Russell Crowe Angelina Jolie Liam Neeson,friendship redemption prison hacker sword snow,"When a hardened detective discovers a hidden identity, they are drawn into a mysterious world of a post-apocalyptic city.",7.7,4281,24.1,1994,109,ko
4275,A Empire 4,Romance,James Cameron,Cate Blanchett Mark Wahlberg Jack Nicholson,vampire underground redemption city time travel,"Set in a post-apocalyptic city, the film follows a hardened detective as they navigate unexpected betrayals and uncover an ancient prophecy.",4.3,38482,35.05,2010,150,hi
4276,War of Judgment 4,History,Peter Jackson,Harrison Ford Matt Damon Meryl Streep,revolution treasure space dystopia underground revenge time travel,A action-packed a young prodigy must stop the villain before a shadowy organisation destroys everything they hold dear.,7.0,42149,41.53,2008,152,fr
4277,Forgotten Abyss: Part 1,Western Fantasy,Ron Howard,Hugh Jackman Will Smith Ryan Gosling,magic love superhero,"In a action-packed tale of power and corruption, a young prodigy confronts an ancient evil that will test their very soul.",4.9,32876,5.81,2000,185,fr
4278,Eternal Raven 5,Romance Comedy Sport Horror,Tim Burton,Russell Crowe Jennifer Lawrence Charlize Theron,magic friendship snow robot,A heart-breaking a young prodigy must escape captivity before a shadowy organisation destroys everything they hold dear.,6.8,18839,2.38,2002,157,de
4279,Broken Warrior: Part 2,Western Biography Action,Francis Ford Coppola,Jared Leto Geoffrey Rush Tom Cruise,forest city treasure prison revolution space,A action-packed two unlikely allies must save their family before a shadowy organisation destroys everything they hold dear.,6.9,36529,38.93,2003,191,ko
4280,War of Warrior 2,War Documentary,David Fincher,Meryl Streep Geoffrey Rush Emma Stone,underground betrayal redemption,a hardened detective embarks on a mysterious journey through a crime-ridden metropolis to stop a deadly conspiracy once and for all.,7.0,45853,82.16,1993,180,en
4281,Edge of Revelation: Part 2,Adventure,Ethan Coen,Jake Gyllenhaal Cate Blanchett Mark Wahlberg,dystopia love space,"Set in a post-apocalyptic city, the film follows a lone hero as they navigate impossible odds and uncover a forgotten past.",7.4,43219,18.97,1999,138,en
4282,Fall of Chronicle 4,Action Horror History Thriller,James Cameron,Joaquin Phoenix Natalie Portman Will Smith,revenge corruption robot,"When an exiled warrior discovers a shocking truth, they are drawn into a heart-breaking world of a magical realm.",8.5,30415,24.92,1994,76,fr
4283,Fall of Sacrifice 5,Fantasy Musical Crime,Tony Scott,Arnold Schwarzenegger Tom Hanks Will Smith,heist corruption city snow dystopia mystery,"Set in a magical realm, the film follows an exiled warrior as they navigate moral dilemmas and uncover a long-buried secret.",8.0,10366,81.18,1989,109,hi
4284,The Alliance 5,Thriller Western Comedy,Martin Scorsese,Al Pacino Joaquin Phoenix Liam Neeson,survival spy forest love snow magic,A action-packed a lone hero must escape captivity before a deadly conspiracy destroys everything they hold dear.,4.1,14655,97.2,1977,163,fr
4285,Forgotten Chronicle 2,Crime Drama Family,Alejandro Inarritu,Geoffrey Rush Jennifer Lawrence Hugh Jackman,conspiracy treasure cult ocean vampire,"Set in a post-apocalyptic city, the film follows a hardened detective as they navigate moral dilemmas and uncover a forgotten past.",5.6,33071,53.03,2004,105,ja
4286,Rise of Titan 5,Musical Crime Action,Tony Scott,Emma Stone Jared Leto Sylvester Stallone,desert robot corruption,"In a heart-breaking tale of power and corruption, a lone hero confronts a deadly conspiracy that will test their very soul.",5.9,27283,55.04,1995,131,ja
4287,Final Storm: Part 2,Animation,Peter Jackson,Scarlett Johansson Will Smith Jake Gyllenhaal,betrayal detective desert robot,A action-packed two unlikely allies must unite the factions before a deadly conspiracy destroys everything they hold dear.,6.6,8378,16.75,2021,133,hi
4288,Hidden Horizon 3,Musical Action Horror Thriller,Gore Verbinski,Anthony Hopkins Angelina Jolie Jack Nicholson,chase revenge prison city detective,an exiled warrior embarks on a heart-breaking journey through a distant galaxy to stop an ancient evil once and for all.,9.3,34151,1.63,1983,192,en
4289,Rise of Revelation: Part 3,Mystery,Paul Thomas Anderson,Matt Damon Leonardo DiCaprio Natalie Portman,betrayal spy heist zombie forest chase snow,A thrilling an exiled warrior must escape captivity before a catastrophic event destroys everything they hold dear.,9.4,530,23.24,1995,166,hi
4290,Broken Redemption 4,Musical Sport,Francis Ford Coppola,Morgan Freeman Tom Cruise Jack Nicholson,journey revolution zombie spy dragon,"When a lone hero discovers a long-buried secret, they are drawn into a thrilling world of a war-torn land.",6.1,731,60.44,1999,167,ja
4291,Lost Revelation: Part 2,Adventure Fantasy Documentary Animation,Francis Ford Coppola,Leonardo DiCaprio Dustin Hoffman Meryl Streep,election sword gun revenge,"In a chilling tale of love and loss, an exiled warrior confronts a catastrophic event that will test their very soul.",6.3,38334,59.46,1982,122,es
4292,Return of Empire: Part 2,Biography Horror,JJ Abrams,Bruce Willis Charlize Theron Emma Stone,forest family mutation,"In a heart-breaking tale of justice and revenge, an exiled warrior confronts a catastrophic event that will test their very soul.",6.2,22930,74.66,1978,140,es
4293,Dark Kingdom 4,Adventure Action Crime,Steven Spielberg,Natalie Portman Jennifer Lawrence Dustin Hoffman,revenge time travel betrayal chase snow survival,"When an exiled warrior discovers an ancient prophecy, they are drawn into a action-packed world of a magical realm.",6.7,40377,29.57,1998,97,fr
4294,Edge of Origin 4,Drama Adventure Sport History,Sam Raimi,Daniel Day-Lewis Emma Stone Johnny Depp,cult magic underground journey,a young prodigy embarks on a mysterious journey through a magical realm to stop a catastrophic event once and for all.,8.0,41832,28.5,1986,77,ja
4295,Last Phantom: Part 3,Musical Family Fantasy Biography,Joel Coen,Matt Damon Hugh Jackman Robert De Niro,underground alien cult betrayal treasure corruption,"Set in a magical realm, the film follows two unlikely allies as they navigate moral dilemmas and uncover a shocking truth.",6.9,42633,11.94,2009,101,es
4296,Dawn of Phoenix,Crime,Christopher Nolan,Johnny Depp Angelina Jolie Morgan Freeman,superhero dragon desert mystery journey,"In a desperate tale of identity and belonging, a lone hero confronts an unstoppable force that will test their very soul.",5.8,30106,87.16,2016,114,es
4297,Edge of Wolf 3,Sci-Fi Romance History Action,Guy Ritchie,Angelina Jolie Arnold Schwarzenegger Emma Stone,mutation snow ocean corruption sword,"When a lone hero discovers a hidden identity, they are drawn into a action-packed world of a crime-ridden metropolis.",4.9,12226,83.19,2000,155,ko
4298,Silent Origin: Part 2,War Sport,Guillermo del Toro,Meryl Streep Will Smith Emma Stone,redemption conspiracy prophecy revenge,A thrilling a hardened detective must save their family before an unstoppable force destroys everything they hold dear.,4.0,17703,25.76,1989,130,en
4299,Forgotten Kingdom 5,Sci-Fi Adventure Action Animation,Francis Ford Coppola,Geoffrey Rush Russell Crowe Anthony Hopkins,forest election space redemption alien family,A action-packed two unlikely allies must uncover the truth before a shadowy organisation destroys everything they hold dear.,4.5,33648,32.18,2002,178,en
4300,Last Hunter 5,Musical,Bryan Singer,Liam Neeson Daniel Day-Lewis Mark Wahlberg,snow dragon treasure betrayal love,two unlikely allies embarks on a mysterious journey through a magical realm to stop a deadly conspiracy once and for all.,5.4,14874,46.36,1974,111,de
4301,Forgotten Prophecy: Part 2,Mystery Drama Action Musical,Wes Anderson,Hugh Jackman Jack Nicholson Christian Bale,clone ocean prison zombie conspiracy desert space,"When two unlikely allies discovers a forgotten past, they are drawn into a action-packed world of a magical realm.",5.9,42055,98.01,1991,125,en
4302,Kingdom of Revelation 3,Documentary Biography Crime,Steven Spielberg,Johnny Depp Matt Damon Charlize Theron,city redemption war betrayal,A thrilling an exiled warrior must uncover the truth before a deadly conspiracy destroys everything they hold dear.,6.4,6192,35.12,1989,151,en
4303,Edge of Phantom 4,Biography Drama,Bryan Singer,Emma Stone Arnold Schwarzenegger Keanu Reeves,clone ocean zombie family love snow robot,"Set in a distant galaxy, the film follows a lone hero as they navigate unexpected betrayals and uncover a long-buried secret.",9.3,22909,90.7,2014,92,de
4304,Rise of Ghost 2,Mystery Biography,Martin Scorsese,Cate Blanchett Tom Hanks Brad Pitt,forest prison mystery revolution spy family revenge,"In a desperate tale of love and loss, two unlikely allies confronts a deadly conspiracy that will test their very soul.",9.2,14602,85.01,1991,144,hi
4305,Age of Sacrifice 5,Biography,Steven Spielberg,Jake Gyllenhaal Robert De Niro Keanu Reeves,dragon corruption alien chase city zombie,an exiled warrior embarks on a desperate journey through a magical realm to stop a shadowy organisation once and for all.,7.3,28377,79.45,2017,133,de
4306,A Redemption: Part 1,Family,Tim Burton,Mark Wahlberg Will Smith Keanu Reeves,betrayal city clone,"In a thrilling tale of love and loss, a young prodigy confronts a deadly conspiracy that will test their very soul.",6.8,7984,94.42,2009,111,hi
4307,Return of Warrior: Part 1,Comedy Western,Joel Coen,Natalie Portman Morgan Freeman Emma Stone,ocean love zombie,an exiled warrior embarks on a heart-breaking journey through a war-torn land to stop a deadly conspiracy once and for all.,4.5,37141,61.97,2014,137,fr
4308,Hidden Phoenix: Part 1,Musical War Fantasy Action,Alejandro Inarritu,Jennifer Lawrence Daniel Day-Lewis Will Smith,robot dystopia heist,"When a young prodigy discovers a shocking truth, they are drawn into a mysterious world of a post-apocalyptic city.",5.5,36842,91.47,2001,171,en
